ObjectId,Country,ISO2,ISO3,Indicator,Unit,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Source
912,Ukraine,UA,UKR,"Climate related disasters frequency, Number of Disasters: Drought",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
913,Ukraine,UA,UKR,"Climate related disasters frequency, Number of Disasters: Extreme temperature",Number of,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,1,1,,,2,,,,1,1,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
914,Ukraine,UA,UKR,"Climate related disasters frequency, Number of Disasters: Flood",Number of,,,,,,,,,,,,,,2,,1,1,1,1,,,1,,1,,1,2,,1,,1,,,1,,,1,,,,1,,,1,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
915,Ukraine,UA,UKR,"Climate related disasters frequency, Number of Disasters: Storm",Number of,,,,,,,,,,,,,1,,,,,1,,,3,,,,,,,2,,,,,,,,,,,1,,,1,,1,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
916,Ukraine,UA,UKR,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,,,,,,,,,,,,,1,2,,1,1,2,1,,4,1,,1,,2,2,2,2,1,1,,3,1,,,2,1,1,,3,1,,2,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
917,Ukraine,UA,UKR,"Climate related disasters frequency, Number of Disasters: Wildfire",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
918,United Arab Emirates,AE,ARE,"Climate related disasters frequency, Number of Disasters: Flood",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
919,United Arab Emirates,AE,ARE,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
920,United Kingdom,GB,GBR,"Climate related disasters frequency, Number of Disasters: Drought",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
921,United Kingdom,GB,GBR,"Climate related disasters frequency, Number of Disasters: Extreme temperature",Number of,,,,,,,,,,,,1,,,,,,1,,,,,,1,,2,,,,1,1,,,1,,,,,1,2,1,,1,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
922,United Kingdom,GB,GBR,"Climate related disasters frequency, Number of Disasters: Flood",Number of,,,,,,,,,,,,,,2,2,,,2,1,1,3,2,3,,1,,,3,2,1,,,5,1,1,1,,1,,1,1,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
923,United Kingdom,GB,GBR,"Climate related disasters frequency, Number of Disasters: Storm",Number of,,1,,1,1,,1,1,,1,7,1,,,,1,1,,3,2,3,,2,,,2,,1,1,1,1,,,3,1,1,,,1,,1,1,3,1,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
924,United Kingdom,GB,GBR,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,,1,,1,1,,1,1,,1,7,2,,2,2,1,1,3,4,3,6,2,5,1,1,4,,4,3,3,2,,5,5,2,2,,1,2,3,3,1,5,1,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
925,United States,US,USA,"Climate related disasters frequency, Number of Disasters: Drought",Number of,,,,,,,,,1,,,2,,,,,,,,1,2,,1,,,,,1,,,,1,2,,1,1,,1,1,,1,1,1,1,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
926,United States,US,USA,"Climate related disasters frequency, Number of Disasters: Extreme temperature",Number of,1,,,1,,,1,1,,1,2,,,1,,2,,,1,1,1,1,1,,1,1,2,,1,1,,1,1,1,1,,,,,,,1,,1,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
927,United States,US,USA,"Climate related disasters frequency, Number of Disasters: Flood",Number of,3,1,2,2,3,5,3,,3,,4,14,,6,1,5,4,8,7,1,8,5,4,4,4,6,11,6,4,4,3,4,1,7,2,5,6,3,3,4,2,12,3,4,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
928,United States,US,USA,"Climate related disasters frequency, Number of Disasters: Landslide",Number of,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,,,,1,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
929,United States,US,USA,"Climate related disasters frequency, Number of Disasters: Storm",Number of,3,3,11,6,11,10,2,8,18,16,15,17,27,20,9,10,9,23,20,16,12,17,15,14,12,8,12,13,14,10,12,14,19,15,13,19,16,17,11,14,19,23,17,16,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
930,United States,US,USA,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,7,4,13,9,14,15,6,9,22,17,21,35,29,28,14,17,14,33,32,22,30,26,29,22,20,16,28,23,21,17,15,23,25,28,19,29,26,24,19,20,23,43,25,24,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
931,United States,US,USA,"Climate related disasters frequency, Number of Disasters: Wildfire",Number of,,,,,,,,,,,,2,2,1,3,,1,2,4,3,7,3,8,3,3,1,3,3,2,2,,3,2,5,1,4,4,3,3,2,1,6,4,2,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
932,United States Virgin Islands,VI,VIR,"Climate related disasters frequency, Number of Disasters: Storm",Number of,,,,,,,,,,1,,,,,,2,,,1,1,,,,,1,,,,,,,,,,,,,2,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
933,United States Virgin Islands,VI,VIR,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,,,,,,,,,,1,,,,,,2,,,1,1,,,,,1,,,,,,,,,,,,,2,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
934,Uruguay,UY,URY,"Climate related disasters frequency, Number of Disasters: Drought",Number of,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,1,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
935,Uruguay,UY,URY,"Climate related disasters frequency, Number of Disasters: Extreme temperature",Number of,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,1,,,,,,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
936,Uruguay,UY,URY,"Climate related disasters frequency, Number of Disasters: Flood",Number of,,,,,,,1,,,,,1,1,,,,,,1,,1,1,1,1,,,,2,,1,,,,,,3,1,1,,3,1,,1,1,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
937,Uruguay,UY,URY,"Climate related disasters frequency, Number of Disasters: Storm",Number of,,,,,,,,,,,,,,1,,,,1,,1,1,,1,,,1,,,,,,,,,,,,,,,1,,,1,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
938,Uruguay,UY,URY,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,,,,,,,1,,,,,1,1,1,,,,1,1,2,3,1,2,1,1,1,,3,,1,1,,,,,3,1,1,1,3,2,,1,3,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
939,"Uzbekistan, Rep. of",UZ,UZB,"Climate related disasters frequency, Number of Disasters: Drought",Number of,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
940,"Uzbekistan, Rep. of",UZ,UZB,"Climate related disasters frequency, Number of Disasters: Flood",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
941,"Uzbekistan, Rep. of",UZ,UZB,"Climate related disasters frequency, Number of Disasters: Landslide",Number of,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
942,"Uzbekistan, Rep. of",UZ,UZB,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,1,1,1,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
943,Vanuatu,VU,VUT,"Climate related disasters frequency, Number of Disasters: Flood",Number of,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
944,Vanuatu,VU,VUT,"Climate related disasters frequency, Number of Disasters: Landslide",Number of,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
945,Vanuatu,VU,VUT,"Climate related disasters frequency, Number of Disasters: Storm",Number of,,2,,,,1,,1,2,,,,2,1,,,,,1,1,,2,,,1,,,,,,,2,,,1,1,,1,,,1,,,3,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
946,Vanuatu,VU,VUT,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,,2,,,,1,,1,3,,,,2,1,,,,,1,1,,2,1,,1,,,,,1,,2,,,1,1,,1,,,1,,,3,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
947,"Venezuela, Rep. Bolivariana de",VE,VEN,"Climate related disasters frequency, Number of Disasters: Drought",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
948,"Venezuela, Rep. Bolivariana de",VE,VEN,"Climate related disasters frequency, Number of Disasters: Flood",Number of,,,,,,1,,1,2,,,,,,1,,2,1,,3,2,,1,2,1,4,1,,1,,1,3,1,,,1,1,,2,1,1,2,5,1,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
949,"Venezuela, Rep. Bolivariana de",VE,VEN,"Climate related disasters frequency, Number of Disasters: Landslide",Number of,,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
950,"Venezuela, Rep. Bolivariana de",VE,VEN,"Climate related disasters frequency, Number of Disasters: Storm",Number of,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,1,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
951,"Venezuela, Rep. Bolivariana de",VE,VEN,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,,1,,,,1,,2,3,,,,,1,2,,2,1,,3,2,,1,2,2,4,1,,1,1,2,3,1,,,1,1,,2,1,1,2,8,1,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
952,Vietnam,VN,VNM,"Climate related disasters frequency, Number of Disasters: Drought",Number of,,,,,,,,1,,,,,,,,,,1,,1,,,1,,,1,,,,,,,,,,1,,,,1,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
953,Vietnam,VN,VNM,"Climate related disasters frequency, Number of Disasters: Flood",Number of,1,,,,1,1,1,,,,1,3,2,1,1,1,2,,1,3,2,4,3,3,3,5,5,5,5,2,4,3,1,6,,2,4,5,3,5,1,3,5,4,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
